symbol,series,trade_date,prev_close,open_price,high_price,low_price,last_price,close_price,average_price,total_traded_quantity,turnover_inr,no_of_trades,deliverable_qty,deliverable_pct,daily_return,adjustment_factor_applied,adjusted_open_price,adjusted_high_price,adjusted_low_price,adjusted_close_price,adjusted_last_price,adjusted_average_price,adjusted_prev_close,adjusted_daily_return,corporate_action_date,raw_extreme_return,adjusted_extreme_return
BAJFINANCE,EQ,2021-10-12,7817.1,7810.0,7925.0,7750.0,7865.0,7855.75,7857.53,1099449,8638952787.6,94610,371912,33.83,0.0049442888027528,10.0,781.0,792.5,775.0,785.575,786.5,785.7529999999999,781.71,0.004944288802752883,False,False,False
BAJFINANCE,EQ,2021-10-13,7855.75,7907.9,8010.0,7861.3,7935.0,7929.3,7935.12,1052438,8351221198.9,79650,382485,36.34,0.0093625688190179,10.0,790.79,801.0,786.13,792.9300000000001,793.5,793.512,785.575,0.00936256881901798,False,False,False
BAJFINANCE,EQ,2021-10-14,7929.3,7969.0,7969.0,7812.35,7860.8,7862.9,7856.18,1134849,8915582154.25,102871,672181,59.23,-0.0083740052715877,10.0,796.9,796.9,781.235,786.29,786.08,785.618,792.9300000000001,-0.008374005271587825,False,False,False
BAJFINANCE,EQ,2021-10-18,7862.9,8050.0,8050.0,7800.8,7850.0,7865.55,7873.77,855098,6732844628.65,78983,332210,38.85,0.0003370257792927,10.0,805.0,805.0,780.08,786.5550000000001,785.0,787.3770000000001,786.29,0.00033702577929273225,False,False,False
BAJFINANCE,EQ,2021-10-19,7865.55,7890.0,7914.7,7671.0,7720.3,7739.3,7838.98,1244989,9759438570.6,92653,675282,54.24,-0.0160510072404345,10.0,789.0,791.47,767.1,773.9300000000001,772.03,783.8979999999999,786.5550000000001,-0.01605100724043451,False,False,False
BAJFINANCE,EQ,2021-10-20,7739.3,7741.0,7833.55,7575.0,7770.0,7761.35,7722.48,1102899,8517112495.6,103398,412086,37.36,0.0028490948793817,10.0,774.1,783.355,757.5,776.135,777.0,772.2479999999999,773.9300000000001,0.002849094879381786,False,False,False
BAJFINANCE,EQ,2021-10-21,7761.35,7830.0,7830.0,7685.0,7750.0,7737.3,7742.27,639461,4950877313.3,70128,306419,47.92,-0.0030986877282946,10.0,783.0,783.0,768.5,773.73,775.0,774.2270000000001,776.135,-0.003098687728294691,False,False,False
BAJFINANCE,EQ,2021-10-22,7737.3,7756.0,7935.0,7665.0,7715.75,7710.2,7819.93,1517376,11865774640.8,119184,606294,39.96,-0.0035025137968025,10.0,775.6,793.5,766.5,771.02,771.575,781.993,773.73,-0.0035025137968025533,False,False,False
BAJFINANCE,EQ,2021-10-25,7710.2,7750.0,7837.75,7350.5,7635.0,7646.65,7664.97,1169729,8965935884.95,104466,403611,34.5,-0.0082423283442712,10.0,775.0,783.775,735.05,764.665,763.5,766.4970000000001,771.02,-0.008242328344271299,False,False,False
BAJFINANCE,EQ,2021-10-26,7646.65,7695.0,7894.95,7651.1,7880.0,7855.65,7791.46,1660575,12938306882.45,130085,718129,43.25,0.0273322304538587,10.0,769.5,789.495,765.11,785.5649999999999,788.0,779.146,764.665,0.027332230453858797,False,False,False
BAJFINANCE,EQ,2021-10-27,7855.65,7870.0,7919.95,7461.0,7478.0,7482.15,7580.07,3112233,23590929945.2,273116,1249140,40.14,-0.0475453972618433,10.0,787.0,791.995,746.1,748.2149999999999,747.8,758.007,785.5649999999999,-0.04754539726184337,False,False,False
BAJFINANCE,EQ,2021-10-28,7482.15,7540.0,7596.0,7353.4,7460.85,7484.25,7486.47,1572302,11770992885.85,140579,568362,36.15,0.0002806679898157,10.0,754.0,759.6,735.3399999999999,748.425,746.085,748.647,748.2149999999999,0.0002806679898157416,False,False,False
BAJFINANCE,EQ,2021-10-29,7484.25,7480.0,7549.7,7313.05,7418.95,7400.2,7451.05,948334,7066083886.15,93227,210766,22.22,-0.01123025019207,10.0,748.0,754.97,731.3050000000001,740.02,741.895,745.105,748.425,-0.011230250192070024,False,False,False
BAJFINANCE,EQ,2021-11-01,7400.2,7430.0,7500.2,7220.0,7416.0,7413.95,7372.17,1037314,7647253385.15,107676,238958,23.04,0.0018580578903273,10.0,743.0,750.02,722.0,741.395,741.6,737.217,740.02,0.001858057890327336,False,False,False
BAJFINANCE,EQ,2021-11-02,7413.95,7466.7,7555.0,7400.25,7460.0,7455.35,7467.97,687116,5131360122.25,66760,166112,24.18,0.005584067872052,10.0,746.67,755.5,740.025,745.5350000000001,746.0,746.797,741.395,0.005584067872052234,False,False,False
